,City ID,City,Cloudiness,Country,Date,Humidity,Lat,Long,Temp,Wind Speed,Max Temp
309,600,nayoro,100,JP,1612051449,95,44.3506,142.4578,-6.59,0.42,-6.59
310,800,awbari,0,LY,1612051522,38,26.5921,12.7805,13.58,3.98,13.58
311,804,loa janan,100,ID,1612051231,93,-0.583,117.095,23.75,1.52,23.75
312,803,montepuez,78,MZ,1612051522,96,-13.1256,38.9997,20.0,0.65,20.0
313,802,harstad,45,NO,1612051522,90,68.799,16.5293,-5.56,4.47,-3.89
314,803,byron bay,75,AU,1612051523,88,-28.65,153.6167,24.8,1.03,25.0
315,802,arraial do cabo,39,BR,1612051211,80,-22.9661,-42.0278,25.18,12.46,25.18
316,802,avera,40,US,1612051265,46,33.194,-82.5271,7.74,3.09,9.0
317,804,necochea,100,AR,1612051273,64,-38.5473,-58.7368,15.0,5.58,15.0
318,803,rodrigues alves,79,BR,1612051523,95,-7.738,-72.6509,23.58,0.68,23.58
319,802,la asuncion,35,VE,1612051523,84,11.0333,-63.8628,24.99,6.14,24.99
320,501,kindu,100,CD,1612051523,96,-2.95,25.95,21.22,0.33,21.22
321,800,freeport,1,US,1612051523,37,40.6576,-73.5832,-1.9,4.12,-1.11
322,804,thunder bay,90,CA,1612051462,80,48.4001,-89.3168,-2.07,5.66,-2.0
323,601,solvychegodsk,98,RU,1612051524,96,61.3305,46.9156,-5.2,4.23,-5.2
324,802,la orilla,27,MX,1612051524,69,17.9833,-102.2333,26.83,2.29,26.83
325,804,santa cruz de la palma,90,ES,1612051524,77,28.6835,-17.7642,18.0,5.66,18.0
326,501,porto walter,67,BR,1612051524,95,-8.2686,-72.7439,23.08,0.46,23.08
327,501,rio grande,96,BR,1612051524,91,-32.035,-52.0986,24.21,6.8,24.21
328,800,athol,1,US,1612051524,57,42.5959,-72.2268,-11.67,2.57,-10.56
329,800,weinan,0,CN,1612051525,68,34.5036,109.5089,2.94,1.0,4.44
330,801,vanavara,11,RU,1612051275,79,60.34,102.2797,-41.26,1.14,-41.26
331,804,gueret,90,FR,1612051525,100,46.1667,1.8667,6.75,5.14,7.0
332,800,caravelas,3,BR,1612051525,86,-17.7125,-39.2481,24.44,2.69,24.44
333,800,ancud,0,CL,1612051317,55,-41.8697,-73.8203,15.07,3.09,17.0
334,800,lebu,1,CL,1612051275,82,-37.6167,-73.65,14.29,5.54,14.29
335,804,haines junction,100,CA,1612051343,65,60.7522,-137.5108,-18.0,1.03,-18.0
336,804,kloulklubed,90,PW,1612051525,74,7.0419,134.2556,28.0,4.63,28.0
337,800,hami,0,CN,1612050990,85,42.8,93.45,-6.02,2.08,-6.02
338,800,salalah,0,OM,1612051463,68,17.0151,54.0924,19.0,1.54,19.0
